   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, heapSort_cmp, heapSort_swaps, heapSort_time, quick_cmp, quick_swaps, quick_time
 752,          2997,             372,              6,        567009,             217,            553,        36049,          16234,            58,    202749,        1315,        102
 753,          3000,             372,              5,        568516,             217,            556,        36102,          16274,            58,    203569,        1317,        105
 754,          3005,             373,              5,        570025,             218,            559,        36173,          16303,            58,    202082,        1316,        103
 755,          3010,             374,             35,        571536,             219,            558,        36221,          16326,            57,    202962,        1319,        102
 756,          3017,             376,              5,        573049,             219,            559,        36258,          16346,            57,    204458,        1321,        102
 757,          3020,             376,              5,        574564,             219,            560,        36315,          16377,            57,    205212,        1323,        102
 758,          3023,             376,              5,        576081,             219,            563,        36372,          16400,            57,    205332,        1324,        103
 759,          3026,             376,              5,        577600,             219,            573,        36430,          16422,            57,    206235,        1325,        103
 760,          3031,             377,              5,        579121,             220,            565,        36468,          16442,            57,    207768,        1327,        103
 761,          3034,             377,              5,        580644,             220,            570,        36549,          16496,            58,    208551,        1330,        105
 762,          3043,             380,              5,        582169,             221,            570,        36602,          16515,            58,    206883,        1330,        105
 763,          3048,             381,              6,        583696,             222,            572,        36617,          16515,            57,    207792,        1330,        104
 764,          3051,             381,              5,        585225,             222,            572,        36728,          16581,            58,    208796,        1334,        104
 765,          3054,             381,              6,        586756,             222,            574,        36764,          16590,            59,    209638,        1336,        107
 766,          3057,             381,              5,        588289,             222,            575,        36782,          16595,            58,    211104,        1339,        106
 767,          3060,             381,              5,        589824,             222,            576,        36887,          16664,            58,    211954,        1341,        105
 768,          3067,             383,              5,        591361,             224,            577,        36940,          16664,            58,    209918,        1339,        106
 769,          3072,             384,              5,        592900,             225,            581,        37000,          16700,            58,    210695,        1339,        105
 770,          3075,             384,              5,        594441,             225,            582,        37033,          16715,            58,    211507,        1342,        105
 771,          3078,             384,              5,        595984,             225,            582,        37107,          16745,            59,    212355,        1344,        139
 772,          3081,             384,              8,        597529,             225,            598,        37153,          16758,            59,    213148,        1346,        109
 773,          3086,             385,              6,        599076,             226,            585,        37208,          16786,            62,    213181,        1346,        107
 774,          3093,             387,              5,        600625,             226,            586,        37262,          16806,            60,    213996,        1348,        107
 775,          3096,             387,              5,        602176,             226,            588,        37304,          16833,            59,    214844,        1352,        107
 776,          3099,             387,              7,        603729,             226,            589,        37361,          16849,            60,    216528,        1355,        109
 777,          3102,             387,              5,        605284,             226,            591,        37431,          16885,            59,    217320,        1357,        108
 778,          3105,             387,              5,        606841,             226,            594,        37476,          16905,            59,    217322,        1356,        109
 779,          3108,             387,              6,        608400,             226,            595,        37532,          16928,            59,    218160,        1358,        109
 780,          3111,             387,              6,        609961,             226,            595,        37602,          16964,            59,    218894,        1361,        109
 781,          3114,             387,              5,        611524,             226,            603,        37607,          16957,            59,    219564,        1365,        110
 782,          3117,             387,              6,        613089,             226,            610,        37695,          17004,            60,    220346,        1366,        112
 783,          3120,             387,              6,        614656,             226,            810,        37736,          17021,            60,    220994,        1368,        113
 784,          3123,             387,              6,        616225,             226,            605,        37803,          17057,            60,    220758,        1367,        111
 785,          3126,             387,              6,        617796,             226,            604,        37855,          17074,            60,    221362,        1369,        111
 786,          3129,             387,              6,        619369,             226,            605,        37917,          17095,            69,    222760,        1375,        112
 787,          3132,             387,              5,        620944,             226,            608,        37988,          17139,            59,    223438,        1377,        111
 788,          3135,             387,              5,        622521,             226,            608,        38046,          17162,            60,    224226,        1378,        112
 789,          3140,             388,              6,        624100,             227,            612,        38104,          17195,            60,    224231,        1378,        112
 790,          3143,             388,              5,        625681,             227,            612,        38153,          17209,            60,    223891,        1377,        111
 791,          3148,             389,              5,        627264,             228,            613,        38175,          17203,            60,    223914,        1377,        111
 792,          3151,             389,              6,        628849,             228,            615,        38218,          17221,            60,    224597,        1379,        112
 793,          3154,             389,              5,        630436,             228,            619,        38255,          17231,            61,    225287,        1383,        113
 794,          3157,             389,              6,        632025,             228,            618,        38352,          17288,            60,    226800,        1386,        113
 795,          3160,             389,              6,        633616,             228,            620,        38374,          17284,            60,    227468,        1388,        113
 796,          3163,             389,              6,        635209,             228,            620,        38456,          17335,            60,    228264,        1389,        113
 797,          3166,             389,              5,        636804,             228,            627,        38508,          17358,            60,    228892,        1391,        115
 798,          3169,             389,              6,        638401,             228,            625,        38563,          17385,            61,    228527,        1391,        113
 799,          3172,             389,              6,        640000,             228,            625,        38618,          17409,            60,    229145,        1393,        114
 800,          3177,             390,              6,        641601,             229,            626,        38685,          17437,            60,    229961,        1393,        114
 801,          3180,             390,              6,        643204,             229,            631,        38745,          17468,            61,    230633,        1395,        116
 802,          3183,             390,              6,        644809,             229,            684,        38797,          17491,            62,    232894,        1399,        117
 803,          3186,             390,              6,        646416,             229,            663,        38860,          17523,            62,    233542,        1401,        116
 804,          3189,             390,              6,        648025,             229,            634,        38908,          17547,            61,    234281,        1403,        116
 805,          3192,             390,              6,        649636,             229,            635,        38962,          17560,            62,    234933,        1405,        116
 806,          3195,             390,              5,        651249,             229,            636,        39004,          17583,            61,    234141,        1404,        117
 807,          3198,             390,              6,        652864,             229,            644,        39082,          17620,            63,    234805,        1406,        117
 808,          3201,             390,              6,        654481,             229,            642,        39128,          17628,            61,    234467,        1410,        116
 809,          3204,             390,              6,        656100,             229,            642,        39195,          17670,            62,    235114,        1413,        117
 810,          3207,             390,              6,        657721,             229,            642,        39251,          17693,            62,    235728,        1414,        117
 811,          3212,             391,              6,        659344,             230,            646,        39301,          17721,            62,    235739,        1414,        116
 812,          3217,             392,              6,        660969,             231,            655,        39332,          17730,            62,    236338,        1417,        119
 813,          3220,             392,              6,        662596,             231,            656,        39408,          17772,            62,    236980,        1419,        118
 814,          3223,             392,              6,        664225,             231,            649,        39461,          17795,            62,    237675,        1421,        118
 815,          3228,             393,              6,        665856,             232,            649,        39497,          17809,            62,    237682,        1421,        118
 816,          3233,             394,              6,        667489,             233,            655,        39532,          17819,            62,    239153,        1424,        118
 817,          3238,             395,              6,        669124,             234,            654,        39623,          17870,            61,    239208,        1424,        118
 818,          3249,             399,              6,        670761,             232,            670,        39689,          17899,            63,    237758,        1426,        119
 819,          3252,             399,              6,        672400,             232,            692,        39734,          17913,            62,    238674,        1428,        118
 820,          3255,             399,              6,        674041,             232,            660,        39774,          17930,            62,    240316,        1431,        118
 821,          3258,             399,              6,        675684,             232,            660,        39840,          17970,            62,    241138,        1433,        119
 822,          3261,             399,              6,        677329,             232,            669,        39892,          17995,            62,    241968,        1434,        120
 823,          3264,             399,              6,        678976,             232,            670,        39932,          18011,            62,    243066,        1438,        121
 824,          3267,             399,              6,        680625,             232,            675,        39983,          18022,            63,    241885,        1437,        120
 825,          3270,             399,              7,        682276,             232,            669,        40035,          18050,            63,    242621,        1439,        119
 826,          3273,             399,              6,        683929,             232,            670,        40102,          18081,            63,    243312,        1441,        120
 827,          3278,             400,              6,        685584,             233,            671,        40164,          18115,            62,    243359,        1441,        120
 828,          3285,             402,              6,        687241,             233,            679,        40237,          18149,            63,    243414,        1443,        121
 829,          3290,             403,              6,        688900,             234,            672,        40274,          18164,            62,    244784,        1446,        120
 830,          3293,             403,              6,        690561,             234,            686,        40321,          18190,            63,    245475,        1448,        122
 831,          3296,             403,              6,        692224,             234,            677,        40368,          18217,            63,    246368,        1450,        121
 832,          3299,             403,              6,        693889,             234,            678,        40429,          18243,            63,    247114,        1452,        122
 833,          3302,             403,              6,        695556,             234,            680,        40466,          18250,            63,    247875,        1455,        122
 834,          3305,             403,              6,        697225,             234,            681,        40537,          18280,            64,    249404,        1458,        122
 835,          3308,             403,              6,        698896,             234,            690,        40589,          18304,            66,    250334,        1462,        123
 836,          3317,             406,              6,        700569,             237,            684,        40639,          18329,            67,    248807,        1457,        147
 837,          3320,             406,              6,        702244,             237,            693,        40715,          18371,            67,    249684,        1460,        125
 838,          3323,             406,              6,        703921,             237,            687,        40779,          18397,            65,    249938,        1461,        124
 839,          3326,             406,              6,        705600,             237,            690,        40816,          18421,            65,    250857,        1462,        124
 840,          3329,             406,              6,        707281,             237,            694,        40864,          18442,            65,    251502,        1464,        146
 841,          3332,             406,              6,        708964,             237,            694,        40897,          18451,            65,    252290,        1466,        125
 842,          3335,             406,              6,        710649,             237,            693,        40960,          18474,            66,    253792,        1470,        125
 843,          3338,             406,              6,        712336,             237,            699,        41010,          18499,            65,    254486,        1472,        125
 844,          3341,             406,              6,        714025,             237,            703,        41095,          18539,            66,    255330,        1473,        129
 845,          3344,             406,              6,        715716,             237,            796,        41137,          18559,            96,    256060,        1475,        129
 846,          3347,             406,              7,        717409,             237,            703,        41187,          18579,            66,    255727,        1475,        128
 847,          3350,             406,              6,        719104,             237,            718,        41241,          18603,            66,    256369,        1477,        127
 848,          3353,             406,              6,        720801,             237,            751,        41281,          18620,            66,    257243,        1480,        128
 849,          3356,             406,              6,        722500,             237,            710,        41349,          18651,            66,    257878,        1481,        128
 850,          3361,             407,              6,        724201,             238,            708,        41384,          18669,            66,    257906,        1481,        127
 851,          3364,             407,              6,        725904,             238,            711,        41472,          18713,            65,    258626,        1483,        127
 852,          3367,             407,              6,        727609,             238,            712,        41522,          18740,            66,    260176,        1487,        128
 853,          3372,             408,              6,        729316,             239,            712,        41584,          18768,            65,    260201,        1487,        127
 854,          3375,             408,              6,        731025,             239,            715,        41640,          18785,            65,    261055,        1488,        128
 855,          3378,             408,              9,        732736,             239,            731,        41697,          18827,            66,    262129,        1492,        130
 856,          3381,             408,              6,        734449,             239,            718,        41736,          18834,            66,    261843,        1491,        130
 857,          3386,             409,              6,        736164,             240,            728,        41799,          18867,            65,    261866,        1491,        129
 858,          3391,             410,              6,        737881,             241,            720,        41861,          18891,            66,    262507,        1494,        129
 859,          3396,             411,              6,        739600,             242,            723,        41910,          18916,            65,    262582,        1494,        129
 860,          3401,             412,              6,        741321,             243,            723,        41956,          18928,            65,    263281,        1497,        129
 861,          3404,             412,              6,        743044,             243,            735,        42014,          18965,            66,    264039,        1499,        130
 862,          3407,             412,              6,        744769,             243,            729,        42103,          19015,            66,    265735,        1503,        130
 863,          3410,             412,              6,        746496,             243,            728,        42169,          19051,            66,    266489,        1505,        130
 864,          3413,             412,              6,        748225,             243,            731,        42178,          19047,            65,    267353,        1506,        130
 865,          3418,             413,              6,        749956,             244,            731,        42229,          19066,            66,    267358,        1506,        131
 866,          3423,             414,              6,        751689,             245,            735,        42314,          19109,            66,    267107,        1507,        132
 867,          3432,             417,              6,        753424,             244,            810,        42352,          19133,            68,    266401,        1508,        133
 868,          3435,             417,              6,        755161,             244,            741,        42411,          19151,            67,    267312,        1510,        131
 869,          3438,             417,              6,        756900,             244,            740,        42455,          19179,            67,    268152,        1512,        131
 870,          3441,             417,              6,        758641,             244,            740,        42555,          19222,            66,    269191,        1514,        131
 871,          3444,             417,              6,        760384,             244,            747,        42590,          19243,            66,    269909,        1516,        132
 872,          3449,             418,              6,        762129,             245,            796,        42610,          19236,            67,    269919,        1516,        135
 873,          3452,             418,              6,        763876,             245,            749,        42632,          19245,            68,    270947,        1520,        135
 874,          3455,             418,              6,        765625,             245,            751,        42721,          19293,            68,    271691,        1521,        135
 875,          3458,             418,              6,        767376,             245,            750,        42793,          19334,            67,    272699,        1525,        133
 876,          3461,             418,              6,        769129,             245,            755,        42853,          19365,            69,    274344,        1528,        137
 877,          3466,             419,              6,        770884,             246,            760,        42901,          19380,            67,    274349,        1528,        134
 878,          3471,             420,              6,        772641,             247,            760,        42976,          19424,            68,    274147,        1529,        134
 879,          3474,             420,              6,        774400,             247,            758,        43021,          19446,            67,    275028,        1532,        135
 880,          3477,             420,              6,        776161,             247,            761,        43061,          19456,            68,    276797,        1534,        219
 881,          3482,             421,              9,        777924,             248,            803,        43112,          19487,            69,    276802,        1534,        160
 882,          3485,             421,              9,        779689,             248,            790,        43192,          19523,            69,    276009,        1535,        137
 883,          3488,             421,              7,        781456,             248,            765,        43224,          19539,            69,    276853,        1537,        137
 884,          3491,             421,              6,        783225,             248,            767,        43294,          19572,            68,    277538,        1539,        136
 885,          3496,             422,              6,        784996,             249,            768,        43351,          19599,            67,    277589,        1539,        135
 886,          3499,             422,              6,        786769,             249,            770,        43399,          19620,            68,    278854,        1543,        136
 887,          3502,             422,              6,        788544,             249,            775,        43466,          19656,            68,    279623,        1544,        136
 888,          3505,             422,              6,        790321,             249,            772,        43526,          19689,            68,    280338,        1546,        137
 889,          3508,             422,              6,        792100,             249,            776,        43557,          19699,            69,    281060,        1548,        138
 890,          3511,             422,              6,        793881,             249,            786,        43612,          19718,            68,    281905,        1552,        138
 891,          3514,             422,              6,        795664,             249,            782,        43678,          19764,            69,    282628,        1553,        138
 892,          3517,             422,              7,        797449,             249,            781,        43730,          19778,            68,    283299,        1555,        138
 893,          3520,             422,              6,        799236,             249,            788,        43813,          19830,            69,    284039,        1557,        139
 894,          3525,             423,              6,        801025,             250,            786,        43834,          19840,            69,    284081,        1557,        140
 895,          3530,             424,              7,        802816,             251,            790,        43900,          19869,            69,    284748,        1560,        139
 896,          3537,             426,              6,        804609,             251,            787,        43956,          19898,            70,    285693,        1562,        140
 897,          3540,             426,              7,        806404,             251,            789,        43984,          19909,            69,    286627,        1565,        140
 898,          3543,             426,              6,        808201,             251,            793,        44029,          19917,            69,    288419,        1568,        141
 899,          3548,             427,              6,        810000,             252,            794,        44125,          19974,            69,    288460,        1568,        147
 900,          3551,             427,              7,        811801,             252,            792,        44159,          19982,            69,    288462,        1567,        141
 901,          3554,             427,              6,        813604,             252,            796,        44216,          20006,            69,    289354,        1571,        141
 902,          3557,             427,              6,        815409,             252,            797,        44305,          20049,            69,    289085,        1572,        140
 903,          3562,             428,              9,        817216,             253,            800,        44329,          20067,            70,    289122,        1572,        142
 904,          3565,             428,              6,        819025,             253,            803,        44397,          20097,            70,    290101,        1576,        141
 905,          3568,             428,              6,        820836,             253,            807,        44412,          20095,            69,    290894,        1577,        142
 906,          3571,             428,              6,        822649,             253,            806,        44497,          20140,            70,    292546,        1581,        143
 907,          3574,             428,              7,        824464,             253,            807,        44540,          20156,            70,    293280,        1583,        142
 908,          3577,             428,              6,        826281,             253,            817,        44603,          20182,            71,    294188,        1584,        145
 909,          3584,             430,              7,        828100,             255,            818,        44658,          20218,            71,    293468,        1584,        143
 910,          3593,             433,              7,        829921,             256,            816,        44711,          20236,            70,    292478,        1584,        143
 911,          3596,             433,              6,        831744,             256,            821,        44781,          20272,            71,    293342,        1586,        144
 912,          3599,             433,              7,        833569,             256,            815,        44846,          20306,            71,    294427,        1588,        144
 913,          3604,             434,              7,        835396,             257,            819,        44889,          20313,            71,    294456,        1588,        143
 914,          3607,             434,              6,        837225,             257,            820,        44945,          20351,            71,    297060,        1592,        144
 915,          3610,             434,              6,        839056,             257,            822,        45007,          20381,            70,    298084,        1594,        145
 916,          3613,             434,              6,        840889,             257,            823,        45048,          20405,            71,    298084,        1595,        144
 917,          3616,             434,              7,        842724,             257,            826,        45108,          20425,            71,    298822,        1597,        146
 918,          3619,             434,              7,        844561,             257,            834,        45163,          20444,            71,    300792,        1598,        147
 919,          3624,             435,              7,        846400,             258,            831,        45225,          20479,            71,    300821,        1598,        147
 920,          3627,             435,              7,        848241,             258,            831,        45247,          20490,            71,    301749,        1600,        146
 921,          3630,             435,              6,        850084,             258,            832,        45338,          20536,            72,    302789,        1604,        148
 922,          3635,             436,              7,        851929,             259,            838,        45358,          20536,            75,    301785,        1603,        150
 923,          3638,             436,              7,        853776,             259,            873,        45421,          20555,            79,    302563,        1605,        150
 924,          3641,             436,              7,        855625,             259,            839,        45480,          20591,            72,    303739,        1607,        169
 925,          3644,             436,              7,        857476,             259,            840,        45528,          20613,            72,    304459,        1610,        149
 926,          3649,             437,              7,        859329,             260,            841,        45596,          20651,            71,    304481,        1610,        148
 927,          3652,             437,              6,        861184,             260,            865,        45635,          20666,            73,    305383,        1612,        151
 928,          3655,             437,              7,        863041,             260,            844,        45679,          20677,            72,    306210,        1614,        150
 929,          3658,             437,              6,        864900,             260,            844,        45725,          20707,            72,    307579,        1617,        149
 930,          3665,             439,              7,        866761,             262,            846,        45756,          20711,            72,    306255,        1616,        149
 931,          3674,             442,              7,        868624,             263,            850,        45826,          20747,            72,    306282,        1618,        149
 932,          3677,             442,              7,        870489,             263,            875,        45928,          20803,            87,    307810,        1621,        213
 933,          3680,             442,              7,        872356,             263,            883,        45959,          20822,            74,    308857,        1624,        153
 934,          3685,             443,              7,        874225,             264,            900,        46022,          20839,           117,    308871,        1624,        260
 935,          3688,             443,             11,        876096,             264,            900,        46087,          20875,            96,    309867,        1626,        214
 936,          3691,             443,              7,        877969,             264,            894,        46115,          20880,           104,    310882,        1630,        250
 937,          3694,             443,             10,        879844,             264,            899,        46139,          20889,           107,    311627,        1631,        259
 938,          3697,             443,             10,        881721,             264,            907,        46217,          20924,           103,    314411,        1635,        262
 939,          3700,             443,              9,        883600,             264,            912,        46286,          20960,           106,    315179,        1637,        270
 940,          3705,             444,             11,        885481,             265,           1159,        46358,          20997,            99,    314411,        1635,        256
 941,          3712,             446,             10,        887364,             265,            953,        46397,          21023,           114,    314425,        1637,        262
 942,          3719,             448,              9,        889249,             267,            966,        46455,          21046,           114,    316143,        1642,        293
 943,          3722,             448,             11,        891136,             267,            910,        46497,          21067,           114,    317185,        1644,        292
 944,          3725,             448,             12,        893025,             267,            925,        46556,          21089,           117,    317331,        1645,        276
 945,          3730,             449,              9,        894916,             268,            926,        46603,          21118,           117,    317338,        1645,        282
 946,          3733,             449,             11,        896809,             268,            932,        46682,          21161,           115,    319248,        1651,        296
 947,          3736,             449,             11,        898704,             268,           2057,        46733,          21179,            75,    320161,        1652,        158
 948,          3741,             450,              7,        900601,             269,            879,        46753,          21187,            74,    319344,        1650,        160
 949,          3746,             451,              7,        902500,             270,            884,        46827,          21221,            74,    320194,        1655,        154
 950,          3749,             451,              7,        904401,             270,           1282,        46902,          21262,           119,    322156,        1656,        507
 951,          3752,             451,             11,        906304,             270,           1030,        46954,          21287,           114,    323062,        1660,        320
 952,          3755,             451,             12,        908209,             270,            937,        47004,          21308,           112,    322565,        1661,        286
 953,          3758,             451,             11,        910116,             270,            943,        47045,          21337,           113,    323331,        1663,        261
 954,          3761,             451,             11,        912025,             270,           1370,        47097,          21354,            76,    325120,        1667,        160
 955,          3764,             451,              7,        913936,             270,            918,        47158,          21389,            97,    325843,        1668,        295
 956,          3769,             452,             10,        915849,             271,            943,        47240,          21428,           108,    327797,        1670,        260
 957,          3772,             452,             10,        917764,             271,           1057,        47272,          21436,           100,    328702,        1672,        256
 958,          3777,             453,             11,        919681,             272,           1040,        47338,          21475,           314,    328756,        1672,        267
 959,          3780,             453,             11,        921600,             272,           1065,        47376,          21500,           127,    329583,        1674,        266
 960,          3783,             453,             10,        923521,             272,           1789,        47401,          21502,           125,    328637,        1673,        264
 961,          3786,             453,             11,        925444,             272,           1108,        47489,          21553,           115,    329829,        1675,        281
 962,          3789,             453,              9,        927369,             272,           1010,        47544,          21571,            98,    329748,        1676,        320
 963,          3792,             453,             10,        929296,             272,           1022,        47575,          21578,            76,    330531,        1677,        162
 964,          3795,             453,              7,        931225,             272,            923,        47632,          21614,           110,    333239,        1683,        290
 965,          3798,             453,             10,        933156,             272,           1009,        47691,          21636,           112,    334174,        1684,        288
 966,          3801,             453,             11,        935089,             272,            965,        47739,          21665,           109,    334173,        1684,        280
 967,          3804,             453,             11,        937024,             272,            968,        47811,          21707,           118,    334913,        1686,        300
 968,          3809,             454,              9,        938961,             273,            992,        47877,          21736,           119,    335885,        1688,        303
 969,          3814,             455,             11,        940900,             274,            972,        47883,          21728,           113,    336672,        1692,        308
 970,          3819,             456,             10,        942841,             275,           1119,        47965,          21767,            88,    335576,        1691,        220
 971,          3822,             456,              7,        944784,             275,           1347,        48026,          21796,           120,    336490,        1693,        345
 972,          3825,             456,             11,        946729,             275,            971,        48097,          21822,            76,    338204,        1697,        165
 973,          3830,             457,              7,        948676,             276,            928,        48140,          21842,            76,    338247,        1697,        163
 974,          3833,             457,              7,        950625,             276,            931,        48208,          21892,            76,    339221,        1698,        164
 975,          3838,             458,              7,        952576,             277,            948,        48220,          21901,            76,    339226,        1698,        163
 976,          3841,             458,              7,        954529,             277,            994,        48307,          21937,            99,    339485,        1698,        226
 977,          3844,             458,              7,        956484,             277,            936,        48329,          21947,            76,    340367,        1702,        164
 978,          3847,             458,              7,        958441,             277,            939,        48416,          21989,            77,    342198,        1707,        165
 979,          3852,             459,              7,        960400,             278,            941,        48477,          22021,            76,    342237,        1707,        173
 980,          3855,             459,              7,        962361,             278,            945,        48528,          22035,            76,    343217,        1708,        166
 981,          3864,             462,              7,        964324,             279,            943,        48577,          22062,            76,    342359,        1709,        165
 982,          3867,             462,              7,        966289,             279,            966,        48607,          22082,           132,    343425,        1711,        201
 983,          3870,             462,              7,        968256,             279,            959,        48689,          22118,            78,    344213,        1713,        167
 984,          3873,             462,              7,        970225,             279,            950,        48752,          22143,            77,    345197,        1714,        166
 985,          3878,             463,              7,        972196,             280,            953,        48792,          22167,            78,    345202,        1714,        166
 986,          3881,             463,              7,        974169,             280,            952,        48870,          22216,            76,    345169,        1714,        166
 987,          3884,             463,              7,        976144,             280,            957,        48911,          22222,            76,    345997,        1716,        167
 988,          3887,             463,              7,        978121,             280,            956,        48953,          22245,            76,    346918,        1718,        167
 989,          3890,             463,              7,        980100,             280,           1068,        49000,          22270,            77,    347814,        1720,        169
 990,          3893,             463,              8,        982081,             280,            960,        49062,          22301,            77,    349023,        1722,        170
 991,          3896,             463,             23,        984064,             280,            962,        49134,          22346,            78,    349865,        1724,        169
 992,          3899,             463,              7,        986049,             280,            967,        49192,          22373,            77,    351102,        1727,        169
 993,          3904,             464,              7,        988036,             281,            968,        49256,          22404,            77,    351131,        1727,        168
 994,          3907,             464,              7,        990025,             281,            970,        49311,          22422,            78,    354206,        1730,        170
 995,          3910,             464,              7,        992016,             281,           1002,        49337,          22434,            78,    355082,        1734,        172
 996,          3913,             464,              7,        994009,             281,            971,        49418,          22469,            77,    355992,        1738,        171
 997,          3916,             464,              7,        996004,             281,            985,        49469,          22500,            77,    357353,        1739,        171
 998,          3919,             464,              7,        998001,             281,            992,        49513,          22526,            80,    357364,        1740,        172
 999,          3926,             466,              7,       1000000,             283,            982,        49520,          22514,            80,    356019,        1741,        171
